# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1474017	1474301	-	WP_003470593.1	WP_003470593.1		hypothetical protein		66888215	ISN38_RS06150	285	94	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1474516	1475835	+						66888216	ISN38_RS06155	1320		old_locus_tag=ISN38_06150
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1474516	1475835	+	WP_058358952.1	WP_058358952.1		MFS transporter		66888216	ISN38_RS06155	1320	439	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1475804	1476925	-						66888217	ISN38_RS06160	1122		old_locus_tag=ISN38_06155
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1475804	1476925	-	WP_003470596.1	WP_003470596.1		ROK family transcriptional regulator		66888217	ISN38_RS06160	1122	373	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1477034	1479535	+						66888218	ISN38_RS06165	2502		old_locus_tag=ISN38_06160
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1477034	1479535	+	WP_047324583.1	WP_047324583.1		TonB-dependent receptor plug domain-containing protein		66888218	ISN38_RS06165	2502	833	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1479538	1480458	+						66888219	ISN38_RS06170	921		old_locus_tag=ISN38_06165
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1479538	1480458	+	WP_173427092.1	WP_173427092.1		glycerophosphodiester phosphodiesterase family protein		66888219	ISN38_RS06170	921	306	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1480652	1481809	+						66888220	ISN38_RS06175	1158		old_locus_tag=ISN38_06170
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1480652	1481809	+	WP_003470602.1	WP_003470602.1		glycerophosphodiester phosphodiesterase family protein		66888220	ISN38_RS06175	1158	385	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1482083	1483384	+						66888221	ISN38_RS06180	1302		old_locus_tag=ISN38_06175
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1482083	1483384	+	WP_003470604.1	WP_003470604.1		hypothetical protein		66888221	ISN38_RS06180	1302	433	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1483682	1484143	+						66888222	ISN38_RS06185	462		old_locus_tag=ISN38_06180
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1483682	1484143	+	WP_003470606.1	WP_003470606.1		cell wall hydrolase		66888222	ISN38_RS06185	462	153	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1484223	1484831	+						66888223	ISN38_RS06190	609		old_locus_tag=ISN38_06185
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1484223	1484831	+	WP_003470608.1	WP_003470608.1		glutathione binding-like protein		66888223	ISN38_RS06190	609	202	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1484945	1485241	-						71201214	ISN38_RS20175	297		
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1484945	1485241	-	WP_230811657.1	WP_230811657.1		hypothetical protein		71201214	ISN38_RS20175	297	98	
gene	pseudogene	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1485330	1485596	-						71201215	ISN38_RS20180	267		partial;pseudo
CDS	without_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1485330	1485596	-				AMP-binding protein		71201215	ISN38_RS20180	267		partial;pseudo
gene	pseudogene	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1485699	1485809	-						71201216	ISN38_RS20185	111		partial;pseudo
CDS	without_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1485699	1485809	-				hypothetical protein		71201216	ISN38_RS20185	111		partial;pseudo
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1485940	1488447	-						66888225	ISN38_RS06200	2508		old_locus_tag=ISN38_06195
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1485940	1488447	-	WP_003470610.1	WP_003470610.1		prolyl oligopeptidase family serine peptidase		66888225	ISN38_RS06200	2508	835	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1488787	1489773	-						66888226	ISN38_RS06205	987		old_locus_tag=ISN38_06200
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1488787	1489773	-	WP_003470612.1	WP_003470612.1		malate dehydrogenase		66888226	ISN38_RS06205	987	328	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1489818	1490183	-						66888227	ISN38_RS06210	366		old_locus_tag=ISN38_06205
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1489818	1490183	-	WP_038238803.1	WP_038238803.1		glutaredoxin		66888227	ISN38_RS06210	366	121	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1490274	1490768	-						66888228	ISN38_RS06215	495		old_locus_tag=ISN38_06210
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1490274	1490768	-	WP_003470615.1	WP_003470615.1		peptidylprolyl isomerase		66888228	ISN38_RS06215	495	164	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1490958	1492787	+					typA	66888229	ISN38_RS06220	1830		old_locus_tag=ISN38_06215
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1490958	1492787	+	WP_003470617.1	WP_003470617.1		translational GTPase TypA	typA	66888229	ISN38_RS06220	1830	609	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1492801	1493283	+						66888230	ISN38_RS06225	483		old_locus_tag=ISN38_06220
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1492801	1493283	+	WP_003470619.1	WP_003470619.1		DUF2127 domain-containing protein		66888230	ISN38_RS06225	483	160	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1493611	1494780	-						66888231	ISN38_RS06230	1170		old_locus_tag=ISN38_06225
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1493611	1494780	-	WP_087960515.1	WP_087960515.1		mechanosensitive ion channel		66888231	ISN38_RS06230	1170	389	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1494894	1496291	-						66888232	ISN38_RS06235	1398		old_locus_tag=ISN38_06230
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1494894	1496291	-	WP_003470623.1	WP_003470623.1		3-deoxy-7-phosphoheptulonate synthase class II		66888232	ISN38_RS06235	1398	465	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1496517	1498652	+						66888233	ISN38_RS06240	2136		old_locus_tag=ISN38_06235
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1496517	1498652	+	WP_058358956.1	WP_058358956.1		TonB-dependent receptor		66888233	ISN38_RS06240	2136	711	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1499019	1499531	-						66888234	ISN38_RS06245	513		old_locus_tag=ISN38_06240
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1499019	1499531	-	WP_003479607.1	WP_003479607.1		disulfide bond formation protein B		66888234	ISN38_RS06245	513	170	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1499707	1500093	-					rplQ	66888235	ISN38_RS06250	387		old_locus_tag=ISN38_06245
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1499707	1500093	-	WP_003470628.1	WP_003470628.1		50S ribosomal protein L17	rplQ	66888235	ISN38_RS06250	387	128	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1500334	1501332	-					rpoA	66888236	ISN38_RS06255	999		old_locus_tag=ISN38_06250
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1500334	1501332	-	WP_003470629.1	WP_003470629.1		DNA-directed RNA polymerase subunit alpha	rpoA	66888236	ISN38_RS06255	999	332	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1501383	1502012	-					rpsD	66888237	ISN38_RS06260	630		old_locus_tag=ISN38_06255
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1501383	1502012	-	WP_003470630.1	WP_003470630.1		30S ribosomal protein S4	rpsD	66888237	ISN38_RS06260	630	209	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1502027	1502419	-					rpsK	66888238	ISN38_RS06265	393		old_locus_tag=ISN38_06260
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1502027	1502419	-	WP_003470632.1	WP_003470632.1		30S ribosomal protein S11	rpsK	66888238	ISN38_RS06265	393	130	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1502429	1502785	-					rpsM	66888239	ISN38_RS06270	357		old_locus_tag=ISN38_06265
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1502429	1502785	-	WP_003470634.1	WP_003470634.1		30S ribosomal protein S13	rpsM	66888239	ISN38_RS06270	357	118	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1503125	1504495	-					secY	66888240	ISN38_RS06275	1371		old_locus_tag=ISN38_06270
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1503125	1504495	-	WP_003470636.1	WP_003470636.1		preprotein translocase subunit SecY	secY	66888240	ISN38_RS06275	1371	456	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1504503	1504946	-					rplO	66888241	ISN38_RS06280	444		old_locus_tag=ISN38_06275
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1504503	1504946	-	WP_003470637.1	WP_003470637.1		50S ribosomal protein L15	rplO	66888241	ISN38_RS06280	444	147	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1504953	1505144	-					rpmD	66888242	ISN38_RS06285	192		old_locus_tag=ISN38_06280
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1504953	1505144	-	WP_003470639.1	WP_003470639.1		50S ribosomal protein L30	rpmD	66888242	ISN38_RS06285	192	63	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1505137	1505682	-					rpsE	66888243	ISN38_RS06290	546		old_locus_tag=ISN38_06285
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1505137	1505682	-	WP_003470641.1	WP_003470641.1		30S ribosomal protein S5	rpsE	66888243	ISN38_RS06290	546	181	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1505840	1506199	-					rplR	66888244	ISN38_RS06295	360		old_locus_tag=ISN38_06290
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1505840	1506199	-	WP_003470642.1	WP_003470642.1		50S ribosomal protein L18	rplR	66888244	ISN38_RS06295	360	119	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1506290	1506817	-					rplF	66888245	ISN38_RS06300	528		old_locus_tag=ISN38_06295
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1506290	1506817	-	WP_003470644.1	WP_003470644.1		50S ribosomal protein L6	rplF	66888245	ISN38_RS06300	528	175	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1506834	1507232	-					rpsH	66888246	ISN38_RS06305	399		old_locus_tag=ISN38_06300
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1506834	1507232	-	WP_003470646.1	WP_003470646.1		30S ribosomal protein S8	rpsH	66888246	ISN38_RS06305	399	132	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1507494	1507799	-					rpsN	66888247	ISN38_RS06310	306		old_locus_tag=ISN38_06305
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1507494	1507799	-	WP_003470648.1	WP_003470648.1		30S ribosomal protein S14	rpsN	66888247	ISN38_RS06310	306	101	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1507810	1508352	-					rplE	66888248	ISN38_RS06315	543		old_locus_tag=ISN38_06310
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1507810	1508352	-	WP_003470649.1	WP_003470649.1		50S ribosomal protein L5	rplE	66888248	ISN38_RS06315	543	180	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1508364	1508681	-					rplX	66888249	ISN38_RS06320	318		old_locus_tag=ISN38_06315
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1508364	1508681	-	WP_003470651.1	WP_003470651.1		50S ribosomal protein L24	rplX	66888249	ISN38_RS06320	318	105	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1508697	1509065	-					rplN	66888250	ISN38_RS06325	369		old_locus_tag=ISN38_06320
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1508697	1509065	-	WP_002811674.1	WP_002811674.1		50S ribosomal protein L14	rplN	66888250	ISN38_RS06325	369	122	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1509080	1509349	-					rpsQ	66888251	ISN38_RS06330	270		old_locus_tag=ISN38_06325
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1509080	1509349	-	WP_003470653.1	WP_003470653.1		30S ribosomal protein S17	rpsQ	66888251	ISN38_RS06330	270	89	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1509361	1509546	-					rpmC	66888252	ISN38_RS06335	186		old_locus_tag=ISN38_06330
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1509361	1509546	-	WP_003470655.1	WP_003470655.1		50S ribosomal protein L29	rpmC	66888252	ISN38_RS06335	186	61	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1509546	1509959	-					rplP	66888253	ISN38_RS06340	414		old_locus_tag=ISN38_06335
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1509546	1509959	-	WP_003470657.1	WP_003470657.1		50S ribosomal protein L16	rplP	66888253	ISN38_RS06340	414	137	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1509965	1510699	-					rpsC	66888254	ISN38_RS06345	735		old_locus_tag=ISN38_06340
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1509965	1510699	-	WP_003470660.1	WP_003470660.1		30S ribosomal protein S3	rpsC	66888254	ISN38_RS06345	735	244	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1510717	1511052	-					rplV	66888255	ISN38_RS06350	336		old_locus_tag=ISN38_06345
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1510717	1511052	-	WP_003470663.1	WP_003470663.1		50S ribosomal protein L22	rplV	66888255	ISN38_RS06350	336	111	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1511065	1511334	-					rpsS	66888256	ISN38_RS06355	270		old_locus_tag=ISN38_06350
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1511065	1511334	-	WP_003470666.1	WP_003470666.1		30S ribosomal protein S19	rpsS	66888256	ISN38_RS06355	270	89	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1511341	1512168	-					rplB	66888257	ISN38_RS06360	828		old_locus_tag=ISN38_06355
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1511341	1512168	-	WP_003470669.1	WP_003470669.1		50S ribosomal protein L2	rplB	66888257	ISN38_RS06360	828	275	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1512179	1512478	-					rplW	66888258	ISN38_RS06365	300		old_locus_tag=ISN38_06360
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1512179	1512478	-	WP_003470672.1	WP_003470672.1		50S ribosomal protein L23	rplW	66888258	ISN38_RS06365	300	99	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1512475	1513080	-					rplD	66888259	ISN38_RS06370	606		old_locus_tag=ISN38_06365
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1512475	1513080	-	WP_047325541.1	WP_047325541.1		50S ribosomal protein L4	rplD	66888259	ISN38_RS06370	606	201	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1513093	1513743	-					rplC	66888260	ISN38_RS06375	651		old_locus_tag=ISN38_06370
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1513093	1513743	-	WP_046979794.1	WP_046979794.1		50S ribosomal protein L3	rplC	66888260	ISN38_RS06375	651	216	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1513755	1514090	-					rpsJ	66888261	ISN38_RS06380	336		old_locus_tag=ISN38_06375
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1513755	1514090	-	WP_003470680.1	WP_003470680.1		30S ribosomal protein S10	rpsJ	66888261	ISN38_RS06380	336	111	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1514548	1515738	-					tuf	66888262	ISN38_RS06385	1191		old_locus_tag=ISN38_06380
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1514548	1515738	-	WP_047324579.1	WP_047324579.1		elongation factor Tu	tuf	66888262	ISN38_RS06385	1191	396	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1515829	1517919	-					fusA	66888263	ISN38_RS06390	2091		old_locus_tag=ISN38_06385
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1515829	1517919	-	WP_003469161.1	WP_003469161.1		elongation factor G	fusA	66888263	ISN38_RS06390	2091	696	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1518060	1518527	-					rpsG	66888264	ISN38_RS06395	468		old_locus_tag=ISN38_06390
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1518060	1518527	-	WP_003469159.1	WP_003469159.1		30S ribosomal protein S7	rpsG	66888264	ISN38_RS06395	468	155	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1518542	1518916	-					rpsL	66888265	ISN38_RS06400	375		old_locus_tag=ISN38_06395
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1518542	1518916	-	WP_003469157.1	WP_003469157.1		30S ribosomal protein S12	rpsL	66888265	ISN38_RS06400	375	124	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1519135	1523358	-					rpoC	66888266	ISN38_RS06405	4224		old_locus_tag=ISN38_06400
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1519135	1523358	-	WP_003469148.1	WP_003469148.1		DNA-directed RNA polymerase subunit beta'	rpoC	66888266	ISN38_RS06405	4224	1407	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1523520	1527671	-					rpoB	66888267	ISN38_RS06410	4152		old_locus_tag=ISN38_06405
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1523520	1527671	-	WP_003469145.1	WP_003469145.1		DNA-directed RNA polymerase subunit beta	rpoB	66888267	ISN38_RS06410	4152	1383	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1527967	1528338	-					rplL	66888268	ISN38_RS06415	372		old_locus_tag=ISN38_06410
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1527967	1528338	-	WP_003469142.1	WP_003469142.1		50S ribosomal protein L7/L12	rplL	66888268	ISN38_RS06415	372	123	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1528402	1528941	-					rplJ	66888269	ISN38_RS06420	540		old_locus_tag=ISN38_06415
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1528402	1528941	-	WP_003469139.1	WP_003469139.1		50S ribosomal protein L10	rplJ	66888269	ISN38_RS06420	540	179	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1529428	1530126	-					rplA	66888270	ISN38_RS06425	699		old_locus_tag=ISN38_06420
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1529428	1530126	-	WP_003469135.1	WP_003469135.1		50S ribosomal protein L1	rplA	66888270	ISN38_RS06425	699	232	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1530130	1530558	-					rplK	66888271	ISN38_RS06430	429		old_locus_tag=ISN38_06425
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1530130	1530558	-	WP_003469132.1	WP_003469132.1		50S ribosomal protein L11	rplK	66888271	ISN38_RS06430	429	142	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1530760	1531317	-					nusG	66888272	ISN38_RS06435	558		old_locus_tag=ISN38_06430
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1530760	1531317	-	WP_003469129.1	WP_003469129.1		transcription termination/antitermination protein NusG	nusG	66888272	ISN38_RS06435	558	185	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1531331	1531744	-					secE	66888273	ISN38_RS06440	414		old_locus_tag=ISN38_06435
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1531331	1531744	-	WP_003469122.1	WP_003469122.1		preprotein translocase subunit SecE	secE	66888273	ISN38_RS06440	414	137	
gene	tRNA	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1531795	1531870	-						66888274	ISN38_RS06445	76		old_locus_tag=ISN38_06440
tRNA		GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1531795	1531870	-				tRNA-Trp		66888274	ISN38_RS06445	76		anticodon=CCA
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1532005	1533195	-					tuf	66888275	ISN38_RS06450	1191		old_locus_tag=ISN38_06445
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1532005	1533195	-	WP_047324579.1	WP_047324579.1		elongation factor Tu	tuf	66888275	ISN38_RS06450	1191	396	
gene	tRNA	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1533242	1533317	-						66888276	ISN38_RS06455	76		old_locus_tag=ISN38_06450
tRNA		GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1533242	1533317	-				tRNA-Thr		66888276	ISN38_RS06455	76		anticodon=GGT
gene	tRNA	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1533348	1533421	-						66888277	ISN38_RS06460	74		old_locus_tag=ISN38_06455
tRNA		GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1533348	1533421	-				tRNA-Gly		66888277	ISN38_RS06460	74		anticodon=TCC
gene	tRNA	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1533454	1533539	-						66888278	ISN38_RS06465	86		old_locus_tag=ISN38_06460
tRNA		GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1533454	1533539	-				tRNA-Tyr		66888278	ISN38_RS06465	86		anticodon=GTA
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1533708	1534799	-					ychF	66888279	ISN38_RS06470	1092		old_locus_tag=ISN38_06465
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1533708	1534799	-	WP_003471019.1	WP_003471019.1		redox-regulated ATPase YchF	ychF	66888279	ISN38_RS06470	1092	363	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1534922	1535533	-					pth	66888280	ISN38_RS06475	612		old_locus_tag=ISN38_06470
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1534922	1535533	-	WP_003471021.1	WP_003471021.1		aminoacyl-tRNA hydrolase	pth	66888280	ISN38_RS06475	612	203	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1535588	1536235	-						66888281	ISN38_RS06480	648		old_locus_tag=ISN38_06475
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1535588	1536235	-	WP_003471023.1	WP_003471023.1		50S ribosomal protein L25/general stress protein Ctc		66888281	ISN38_RS06480	648	215	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1536402	1537361	-						66888282	ISN38_RS06485	960		old_locus_tag=ISN38_06480
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1536402	1537361	-	WP_003471025.1	WP_003471025.1		ribose-phosphate diphosphokinase		66888282	ISN38_RS06485	960	319	
gene	tRNA	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1537507	1537583	-						66888283	ISN38_RS06490	77		old_locus_tag=ISN38_06485
tRNA		GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1537507	1537583	-				tRNA-Gln		66888283	ISN38_RS06490	77		anticodon=TTG
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1537598	1538461	-					ispE	66888284	ISN38_RS06495	864		old_locus_tag=ISN38_06490
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1537598	1538461	-	WP_003471026.1	WP_003471026.1		4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	ispE	66888284	ISN38_RS06495	864	287	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	1538458	1539063	-					lolB	66888285	ISN38_RS06500	606		old_locus_tag=ISN38_06495
