# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	874996	877431	+	WP_119130702.1	WP_119130702.1		alpha-N-acetylglucosaminidase			H7A86_RS03630	2436	811	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	877553	878719	+							H7A86_RS03635	1167		old_locus_tag=XSP_000731
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	877553	878719	+	WP_119130703.1	WP_119130703.1		heparan-alpha-glucosaminide N-acetyltransferase domain-containing protein			H7A86_RS03635	1167	388	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	878977	879699	+							H7A86_RS03640	723		old_locus_tag=XSP_000732
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	878977	879699	+	WP_164739039.1	WP_164739039.1		GntR family transcriptional regulator			H7A86_RS03640	723	240	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	879747	881024	+							H7A86_RS03645	1278		old_locus_tag=XSP_000733
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	879747	881024	+	WP_104583815.1	WP_104583815.1		sugar MFS transporter			H7A86_RS03645	1278	425	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	881065	882132	+							H7A86_RS03650	1068		old_locus_tag=XSP_000734
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	881065	882132	+	WP_104583816.1	WP_104583816.1		LacI family DNA-binding transcriptional regulator			H7A86_RS03650	1068	355	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	882138	883166	+							H7A86_RS03655	1029		old_locus_tag=XSP_000735
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	882138	883166	+	WP_119130704.1	WP_119130704.1		SIS domain-containing protein			H7A86_RS03655	1029	342	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	883169	884323	+					nagA		H7A86_RS03660	1155		old_locus_tag=XSP_000736
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	883169	884323	+	WP_119130705.1	WP_119130705.1		N-acetylglucosamine-6-phosphate deacetylase	nagA		H7A86_RS03660	1155	384	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	884545	885915	+							H7A86_RS03665	1371		old_locus_tag=XSP_000737
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	884545	885915	+	WP_180708029.1	WP_180708029.1		S41 family peptidase			H7A86_RS03665	1371	456	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	886668	889199	+							H7A86_RS03670	2532		old_locus_tag=XSP_000738
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	886668	889199	+	WP_119130706.1	WP_119130706.1		TonB-dependent receptor			H7A86_RS03670	2532	843	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	889382	890614	-							H7A86_RS03675	1233		old_locus_tag=XSP_000739
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	889382	890614	-	WP_119130707.1	WP_119130707.1		multifunctional CCA addition/repair protein			H7A86_RS03675	1233	410	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	891436	893409	-							H7A86_RS03680	1974		old_locus_tag=XSP_000740
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	891436	893409	-	WP_180708030.1	WP_180708030.1		transglycosylase SLT domain-containing protein			H7A86_RS03680	1974	657	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	893675	896554	+							H7A86_RS03685	2880		old_locus_tag=XSP_000741
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	893675	896554	+	WP_119130708.1	WP_119130708.1		TonB-dependent receptor			H7A86_RS03685	2880	959	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	897386	899056	-					betA		H7A86_RS03690	1671		old_locus_tag=XSP_000743
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	897386	899056	-	WP_119130709.1	WP_119130709.1		choline dehydrogenase	betA		H7A86_RS03690	1671	556	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	899229	900701	-					betB		H7A86_RS03695	1473		old_locus_tag=XSP_000744
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	899229	900701	-	WP_119130710.1	WP_119130710.1		betaine-aldehyde dehydrogenase	betB		H7A86_RS03695	1473	490	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	900742	902721	-					betT		H7A86_RS03700	1980		old_locus_tag=XSP_000745
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	900742	902721	-	WP_119129605.1	WP_119129605.1		choline BCCT transporter BetT	betT		H7A86_RS03700	1980	659	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	902858	903595	-							H7A86_RS03705	738		old_locus_tag=XSP_000746
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	902858	903595	-	WP_104533297.1	WP_104533297.1		endonuclease/exonuclease/phosphatase family protein			H7A86_RS03705	738	245	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	903645	904460	-							H7A86_RS03710	816		old_locus_tag=XSP_000747
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	903645	904460	-	WP_016902612.1	WP_016902612.1		thiol:disulfide interchange protein DsbA/DsbL			H7A86_RS03710	816	271	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	904552	905202	-							H7A86_RS03715	651		old_locus_tag=XSP_000748
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	904552	905202	-	WP_104586010.1	WP_104586010.1		thiol:disulfide interchange protein DsbA/DsbL			H7A86_RS03715	651	216	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	905299	906099	-							H7A86_RS03720	801		old_locus_tag=XSP_000749
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	905299	906099	-	WP_180708031.1	WP_180708031.1		c-type cytochrome			H7A86_RS03720	801	266	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	906244	906867	+					yihA		H7A86_RS03725	624		old_locus_tag=XSP_000750
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	906244	906867	+	WP_024939454.1	WP_024939454.1		ribosome biogenesis GTP-binding protein YihA/YsxC	yihA		H7A86_RS03725	624	207	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	906940	907914	-							H7A86_RS03730	975		old_locus_tag=XSP_000751
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	906940	907914	-	WP_119130733.1	WP_119130733.1		MBL fold metallo-hydrolase			H7A86_RS03730	975	324	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	908019	908855	-							H7A86_RS03735	837		old_locus_tag=XSP_000752
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	908019	908855	-	WP_104649709.1	WP_104649709.1		helix-turn-helix transcriptional regulator			H7A86_RS03735	837	278	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	909168	910532	+							H7A86_RS03740	1365		old_locus_tag=XSP_000753
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	909168	910532	+	WP_104586009.1	WP_104586009.1		glutamate--cysteine ligase			H7A86_RS03740	1365	454	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	910660	912183	-							H7A86_RS03745	1524		old_locus_tag=XSP_000754
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	910660	912183	-	WP_119130711.1	WP_119130711.1		ATP-binding protein			H7A86_RS03745	1524	507	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	912180	912959	-							H7A86_RS03750	780		old_locus_tag=XSP_000755
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	912180	912959	-	WP_164739037.1	WP_164739037.1		response regulator transcription factor			H7A86_RS03750	780	259	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	913037	914137	+							H7A86_RS03755	1101		old_locus_tag=XSP_000756
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	913037	914137	+	WP_119130712.1	WP_119130712.1		glycosyltransferase			H7A86_RS03755	1101	366	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	914372	914671	+							H7A86_RS03760	300		old_locus_tag=XSP_000757
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	914372	914671	+	WP_119130713.1	WP_119130713.1		hypothetical protein			H7A86_RS03760	300	99	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	915036	918605	+							H7A86_RS03765	3570		old_locus_tag=XSP_000758
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	915036	918605	+	WP_232099238.1	WP_232099238.1		PAS domain S-box protein			H7A86_RS03765	3570	1189	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	918884	919159	+					frmR		H7A86_RS03770	276		old_locus_tag=XSP_000759
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	918884	919159	+	WP_016902624.1	WP_016902624.1		formaldehyde-responsive transcriptional repressor FrmR	frmR		H7A86_RS03770	276	91	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	919223	920332	+							H7A86_RS03775	1110		old_locus_tag=XSP_000760
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	919223	920332	+	WP_104585998.1	WP_104585998.1		S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase			H7A86_RS03775	1110	369	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	920401	920976	+					gfa		H7A86_RS03780	576		old_locus_tag=XSP_000761
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	920401	920976	+	WP_104586020.1	WP_104586020.1		S-(hydroxymethyl)glutathione synthase	gfa		H7A86_RS03780	576	191	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	921035	921865	+					fghA		H7A86_RS03785	831		old_locus_tag=XSP_000762
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	921035	921865	+	WP_119130715.1	WP_119130715.1		S-formylglutathione hydrolase	fghA		H7A86_RS03785	831	276	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	922443	923852	-							H7A86_RS03790	1410		old_locus_tag=XSP_000763
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	922443	923852	-	WP_104586018.1	WP_104586018.1		PLP-dependent aminotransferase family protein			H7A86_RS03790	1410	469	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	924225	925151	+							H7A86_RS03795	927		old_locus_tag=XSP_000764
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	924225	925151	+	WP_119130717.1	WP_119130717.1		DMT family transporter			H7A86_RS03795	927	308	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	925191	925529	-							H7A86_RS03800	339		old_locus_tag=XSP_000765
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	925191	925529	-	WP_166762394.1	WP_166762394.1		hypothetical protein			H7A86_RS03800	339	112	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	926624	926716	+							H7A86_RS03805	93		old_locus_tag=XSP_000767
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	926624	926716	+	WP_006452907.1	WP_006452907.1		potassium-transporting ATPase subunit F			H7A86_RS03805	93	30	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	926732	928546	+					kdpA		H7A86_RS03810	1815		old_locus_tag=XSP_000768
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	926732	928546	+	WP_119130719.1	WP_119130719.1		potassium-transporting ATPase subunit KdpA	kdpA		H7A86_RS03810	1815	604	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	928558	930606	+					kdpB		H7A86_RS03815	2049		old_locus_tag=XSP_000769
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	928558	930606	+	WP_115676095.1	WP_115676095.1		potassium-transporting ATPase subunit KdpB	kdpB		H7A86_RS03815	2049	682	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	930610	931263	+					kdpC		H7A86_RS03820	654		old_locus_tag=XSP_000770
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	930610	931263	+	WP_119130720.1	WP_119130720.1		potassium-transporting ATPase subunit KdpC	kdpC		H7A86_RS03820	654	217	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	931325	933985	+							H7A86_RS03825	2661		old_locus_tag=XSP_000771
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	931325	933985	+	WP_119130721.1	WP_119130721.1		sensor histidine kinase KdpD			H7A86_RS03825	2661	886	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	933975	934691	+							H7A86_RS03830	717		old_locus_tag=XSP_000772
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	933975	934691	+	WP_104584534.1	WP_104584534.1		response regulator transcription factor			H7A86_RS03830	717	238	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	934702	936090	-							H7A86_RS03835	1389		old_locus_tag=XSP_000773
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	934702	936090	-	WP_119130722.1	WP_119130722.1		FAD-binding protein			H7A86_RS03835	1389	462	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	936087	936626	-							H7A86_RS03840	540		old_locus_tag=XSP_000774
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	936087	936626	-	WP_119130723.1	WP_119130723.1		metal-dependent hydrolase			H7A86_RS03840	540	179	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	936643	937011	-							H7A86_RS03845	369		old_locus_tag=XSP_000775
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	936643	937011	-	WP_104584541.1	WP_104584541.1		YraN family protein			H7A86_RS03845	369	122	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	937016	938746	-							H7A86_RS03850	1731		old_locus_tag=XSP_000776
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	937016	938746	-	WP_119130724.1	WP_119130724.1		penicillin-binding protein activator			H7A86_RS03850	1731	576	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	938829	939650	+					rsmI		H7A86_RS03855	822		old_locus_tag=XSP_000777
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	938829	939650	+	WP_104649691.1	WP_104649691.1		16S rRNA (cytidine(1402)-2'-O)-methyltransferase	rsmI		H7A86_RS03855	822	273	
gene	RNase_P_RNA	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	939814	940240	+					rnpB		H7A86_RS03860	427		old_locus_tag=XSP_000778
ncRNA	RNase_P_RNA	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	939814	940240	+				RNase P RNA component class A	rnpB		H7A86_RS03860	427		
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	940908	941663	-							H7A86_RS03865	756		old_locus_tag=XSP_000779
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	940908	941663	-	WP_119130734.1	WP_119130734.1		NRDE family protein			H7A86_RS03865	756	251	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	941977	942432	+					mraZ		H7A86_RS03870	456		old_locus_tag=XSP_000780
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	941977	942432	+	WP_016903087.1	WP_016903087.1		division/cell wall cluster transcriptional repressor MraZ	mraZ		H7A86_RS03870	456	151	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	942447	943502	+					rsmH		H7A86_RS03875	1056		old_locus_tag=XSP_000781
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	942447	943502	+	WP_180708032.1	WP_180708032.1		16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	rsmH		H7A86_RS03875	1056	351	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	943499	943762	+					ftsL		H7A86_RS03880	264		old_locus_tag=XSP_000782
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	943499	943762	+	WP_005991913.1	WP_005991913.1		cell division protein FtsL	ftsL		H7A86_RS03880	264	87	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	943842	945710	+							H7A86_RS03885	1869		old_locus_tag=XSP_000783
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	943842	945710	+	WP_119130736.1	WP_119130736.1		penicillin-binding protein 2			H7A86_RS03885	1869	622	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	945719	947194	+							H7A86_RS03890	1476		old_locus_tag=XSP_000784
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	945719	947194	+	WP_180708125.1	WP_180708125.1		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase			H7A86_RS03890	1476	491	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	947191	948684	+					murF		H7A86_RS03895	1494		old_locus_tag=XSP_000785
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	947191	948684	+	WP_119130738.1	WP_119130738.1		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	murF		H7A86_RS03895	1494	497	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	948674	949759	+					mraY		H7A86_RS03900	1086		old_locus_tag=XSP_000786
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	948674	949759	+	WP_104538520.1	WP_104538520.1		phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY		H7A86_RS03900	1086	361	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	949759	951129	+					ftsW		H7A86_RS03905	1371		old_locus_tag=XSP_000787
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	949759	951129	+	WP_119130739.1	WP_119130739.1		putative lipid II flippase FtsW	ftsW		H7A86_RS03905	1371	456	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	951126	952397	+					murG		H7A86_RS03910	1272		old_locus_tag=XSP_000788
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	951126	952397	+	WP_119130740.1	WP_119130740.1		undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	murG		H7A86_RS03910	1272	423	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	952394	953827	+					murC		H7A86_RS03915	1434		old_locus_tag=XSP_000789
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	952394	953827	+	WP_104584564.1	WP_104584564.1		UDP-N-acetylmuramate--L-alanine ligase	murC		H7A86_RS03915	1434	477	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	953824	954780	+							H7A86_RS03920	957		old_locus_tag=XSP_000790
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	953824	954780	+	WP_119130741.1	WP_119130741.1		D-alanine--D-alanine ligase			H7A86_RS03920	957	318	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	954887	955723	+							H7A86_RS03925	837		old_locus_tag=XSP_000791
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	954887	955723	+	WP_119130742.1	WP_119130742.1		cell division protein FtsQ/DivIB			H7A86_RS03925	837	278	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	955720	956955	+					ftsA		H7A86_RS03930	1236		old_locus_tag=XSP_000792
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	955720	956955	+	WP_003485272.1	WP_003485272.1		cell division protein FtsA	ftsA		H7A86_RS03930	1236	411	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	957246	958490	+					ftsZ		H7A86_RS03935	1245		old_locus_tag=XSP_000793
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	957246	958490	+	WP_115045533.1	WP_115045533.1		cell division protein FtsZ	ftsZ		H7A86_RS03935	1245	414	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	958723	959634	+					lpxC		H7A86_RS03940	912		old_locus_tag=XSP_000794
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	958723	959634	+	WP_104584571.1	WP_104584571.1		UDP-3-O-acyl-N-acetylglucosamine deacetylase	lpxC		H7A86_RS03940	912	303	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	959821	960267	-							H7A86_RS03945	447		old_locus_tag=XSP_000795
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	959821	960267	-	WP_104543326.1	WP_104543326.1		DUF721 domain-containing protein			H7A86_RS03945	447	148	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	960268	961212	+							H7A86_RS03950	945		old_locus_tag=XSP_000796
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	960268	961212	+	WP_104649684.1	WP_104649684.1		M23 family metallopeptidase			H7A86_RS03950	945	314	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	961368	964106	+					secA		H7A86_RS03955	2739		old_locus_tag=XSP_000797
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	961368	964106	+	WP_115676116.1	WP_115676116.1		preprotein translocase subunit SecA	secA		H7A86_RS03955	2739	912	
gene	pseudogene	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	964577	964944	+							H7A86_RS03960	368		pseudo;old_locus_tag=XSP_000798
CDS	without_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	964577	964944	+				glyoxalase			H7A86_RS03960	368		pseudo
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	965083	966030	+							H7A86_RS03965	948		old_locus_tag=XSP_000799
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	965083	966030	+	WP_119129629.1	WP_119129629.1		Nudix family hydrolase			H7A86_RS03965	948	315	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	966027	966545	+							H7A86_RS03970	519		old_locus_tag=XSP_000800
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	966027	966545	+	WP_119130932.1	WP_119130932.1		AAA family ATPase			H7A86_RS03970	519	172	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	966665	967261	-							H7A86_RS03975	597		old_locus_tag=XSP_000801
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	966665	967261	-	WP_104584619.1	WP_104584619.1		hypothetical protein			H7A86_RS03975	597	198	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	967406	968233	-					metF		H7A86_RS03980	828		old_locus_tag=XSP_000802
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	967406	968233	-	WP_119129630.1	WP_119129630.1		methylenetetrahydrofolate reductase [NAD(P)H]	metF		H7A86_RS03980	828	275	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	968444	968680	+							H7A86_RS03985	237		old_locus_tag=XSP_000803
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	968444	968680	+	WP_115676119.1	WP_115676119.1		hypothetical protein			H7A86_RS03985	237	78	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	969007	969984	+							H7A86_RS03990	978		old_locus_tag=XSP_000804
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	969007	969984	+	WP_119130744.1	WP_119130744.1		NAD(P)H-quinone oxidoreductase			H7A86_RS03990	978	325	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	970451	971386	+							H7A86_RS03995	936		old_locus_tag=XSP_000805
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	970451	971386	+	WP_104584583.1	WP_104584583.1		Gfo/Idh/MocA family oxidoreductase			H7A86_RS03995	936	311	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	971525	973195	-							H7A86_RS20890	1671		
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	971525	973195	-	WP_232099240.1	WP_232099240.1		histidine phosphatase family protein			H7A86_RS20890	1671	556	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	973610	974980	-							H7A86_RS04010	1371		old_locus_tag=XSP_000809
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	973610	974980	-	WP_180708126.1	WP_180708126.1		alpha-amylase family protein			H7A86_RS04010	1371	456	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	975365	975910	+							H7A86_RS04015	546		old_locus_tag=XSP_000810
