# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	787203	787718	+	WP_104602688.1	WP_104602688.1		dihydrofolate reductase			EBN15_RS03305	516	171	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	787809	788885	-							EBN15_RS03310	1077		old_locus_tag=EBN15_03270
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	787809	788885	-	WP_104602687.1	WP_104602687.1		sigma-54 dependent transcriptional regulator			EBN15_RS03310	1077	358	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	788974	790161	-							EBN15_RS03315	1188		old_locus_tag=EBN15_03275
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	788974	790161	-	WP_104602686.1	WP_104602686.1		acyl-CoA dehydrogenase family protein			EBN15_RS03315	1188	395	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	790264	791019	-							EBN15_RS03320	756		old_locus_tag=EBN15_03280
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	790264	791019	-	WP_159406633.1	WP_159406633.1		ABC transporter ATP-binding protein			EBN15_RS03320	756	251	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	791016	791864	-							EBN15_RS03325	849		old_locus_tag=EBN15_03285
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	791016	791864	-	WP_159406634.1	WP_159406634.1		ABC transporter permease			EBN15_RS03325	849	282	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	791873	792877	-							EBN15_RS03330	1005		old_locus_tag=EBN15_03290
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	791873	792877	-	WP_159406635.1	WP_159406635.1		aliphatic sulfonate ABC transporter substrate-binding protein			EBN15_RS03330	1005	334	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	792889	794052	-					ssuD		EBN15_RS03335	1164		old_locus_tag=EBN15_03295
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	792889	794052	-	WP_159406636.1	WP_159406636.1		FMNH2-dependent alkanesulfonate monooxygenase	ssuD		EBN15_RS03335	1164	387	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	794100	794663	-					msuE		EBN15_RS03340	564		old_locus_tag=EBN15_03300
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	794100	794663	-	WP_104602683.1	WP_104602683.1		FMN reductase	msuE		EBN15_RS03340	564	187	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	795507	796610	+					sfnG		EBN15_RS03345	1104		old_locus_tag=EBN15_03305
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	795507	796610	+	WP_104602682.1	WP_104602682.1		dimethyl sulfone monooxygenase SfnG	sfnG		EBN15_RS03345	1104	367	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	796686	797684	-							EBN15_RS03350	999		old_locus_tag=EBN15_03310
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	796686	797684	-	WP_104602681.1	WP_104602681.1		symmetrical bis(5'-nucleosyl)-tetraphosphatase			EBN15_RS03350	999	332	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	797713	798096	-					apaG		EBN15_RS03355	384		old_locus_tag=EBN15_03315
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	797713	798096	-	WP_159406637.1	WP_159406637.1		Co2+/Mg2+ efflux protein ApaG	apaG		EBN15_RS03355	384	127	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	798130	798918	-					rsmA		EBN15_RS03360	789		old_locus_tag=EBN15_03320
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	798130	798918	-	WP_104602679.1	WP_104602679.1		16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	rsmA		EBN15_RS03360	789	262	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	799023	799994	-					pdxA		EBN15_RS03365	972		old_locus_tag=EBN15_03325
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	799023	799994	-	WP_104602678.1	WP_104602678.1		4-hydroxythreonine-4-phosphate dehydrogenase PdxA	pdxA		EBN15_RS03365	972	323	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	799999	801399	-							EBN15_RS03370	1401		old_locus_tag=EBN15_03330
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	799999	801399	-	WP_104602677.1	WP_104602677.1		peptidylprolyl isomerase			EBN15_RS03370	1401	466	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	801396	803825	-					lptD		EBN15_RS03375	2430		old_locus_tag=EBN15_03335
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	801396	803825	-	WP_159406638.1	WP_159406638.1		LPS-assembly protein LptD	lptD		EBN15_RS03375	2430	809	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	803950	804858	-							EBN15_RS03380	909		old_locus_tag=EBN15_03340
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	803950	804858	-	WP_159406639.1	WP_159406639.1		histone deacetylase family protein			EBN15_RS03380	909	302	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	804897	805454	-							EBN15_RS03385	558		old_locus_tag=EBN15_03345
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	804897	805454	-	WP_159406640.1	WP_159406640.1		cob(I)yrinic acid a,c-diamide adenosyltransferase			EBN15_RS03385	558	185	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	805459	806037	-							EBN15_RS03390	579		old_locus_tag=EBN15_03350
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	805459	806037	-	WP_159406641.1	WP_159406641.1		hypothetical protein			EBN15_RS03390	579	192	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	806201	807409	+					ubiH		EBN15_RS03395	1209		old_locus_tag=EBN15_03355
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	806201	807409	+	WP_159406642.1	WP_159406642.1		2-octaprenyl-6-methoxyphenyl hydroxylase	ubiH		EBN15_RS03395	1209	402	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	807406	808587	+							EBN15_RS03400	1182		old_locus_tag=EBN15_03360
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	807406	808587	+	WP_104602673.1	WP_104602673.1		UbiH/UbiF family hydroxylase			EBN15_RS03400	1182	393	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	809222	810256	+							EBN15_RS03405	1035		old_locus_tag=EBN15_03370
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	809222	810256	+	WP_104602671.1	WP_104602671.1		transporter			EBN15_RS03405	1035	344	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	810951	811952	+							EBN15_RS03410	1002		old_locus_tag=EBN15_03375
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	810951	811952	+	WP_104602670.1	WP_104602670.1		LysR family transcriptional regulator			EBN15_RS03410	1002	333	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	812178	813656	-							EBN15_RS03415	1479		old_locus_tag=EBN15_03380
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	812178	813656	-	WP_159406643.1	WP_159406643.1		AMP-binding protein			EBN15_RS03415	1479	492	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	814003	814830	-							EBN15_RS03420	828		old_locus_tag=EBN15_03385
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	814003	814830	-	WP_104602668.1	WP_104602668.1		p-hydroxycinnamoyl CoA hydratase/lyase			EBN15_RS03420	828	275	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	814863	815336	-							EBN15_RS03425	474		old_locus_tag=EBN15_03390
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	814863	815336	-	WP_104602667.1	WP_104602667.1		MarR family winged helix-turn-helix transcriptional regulator			EBN15_RS03425	474	157	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	815465	815869	-							EBN15_RS03430	405		old_locus_tag=EBN15_03395
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	815465	815869	-	WP_167526821.1	WP_167526821.1		EF-hand domain-containing protein			EBN15_RS03430	405	134	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	815999	816721	-							EBN15_RS03435	723		old_locus_tag=EBN15_03400
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	815999	816721	-	WP_104602665.1	WP_104602665.1		hypothetical protein			EBN15_RS03435	723	240	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	817143	818252	+							EBN15_RS03440	1110		old_locus_tag=EBN15_03405
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	817143	818252	+	WP_104602664.1	WP_104602664.1		Gfo/Idh/MocA family oxidoreductase			EBN15_RS03440	1110	369	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	818386	819429	-					rlmM		EBN15_RS03445	1044		old_locus_tag=EBN15_03410
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	818386	819429	-	WP_104602663.1	WP_104602663.1		23S rRNA (cytidine(2498)-2'-O)-methyltransferase RlmM	rlmM		EBN15_RS03445	1044	347	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	819451	820011	-							EBN15_RS03450	561		old_locus_tag=EBN15_03415
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	819451	820011	-	WP_104602662.1	WP_104602662.1		nucleoside deaminase			EBN15_RS03450	561	186	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	820184	820522	-							EBN15_RS03455	339		old_locus_tag=EBN15_03420
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	820184	820522	-	WP_104602661.1	WP_104602661.1		hypothetical protein			EBN15_RS03455	339	112	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	820596	821525	-							EBN15_RS03460	930		old_locus_tag=EBN15_03425
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	820596	821525	-	WP_104602660.1	WP_104602660.1		DMT family transporter			EBN15_RS03460	930	309	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	821816	823567	-							EBN15_RS03465	1752		old_locus_tag=EBN15_03430
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	821816	823567	-	WP_159406644.1	WP_159406644.1		glutamine--tRNA ligase/YqeY domain fusion protein			EBN15_RS03465	1752	583	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	824076	824540	-							EBN15_RS03470	465		old_locus_tag=EBN15_03435
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	824076	824540	-	WP_104602658.1	WP_104602658.1		response regulator			EBN15_RS03470	465	154	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	824537	826447	-							EBN15_RS03475	1911		old_locus_tag=EBN15_03440
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	824537	826447	-	WP_159406645.1	WP_159406645.1		CHASE3 domain-containing protein			EBN15_RS03475	1911	636	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	826444	827151	-							EBN15_RS03480	708		old_locus_tag=EBN15_03445
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	826444	827151	-	WP_104602656.1	WP_104602656.1		response regulator transcription factor			EBN15_RS03480	708	235	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	827278	827793	+							EBN15_RS03485	516		old_locus_tag=EBN15_03450
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	827278	827793	+	WP_104602655.1	WP_104602655.1		SgcJ/EcaC family oxidoreductase			EBN15_RS03485	516	171	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	827888	828538	+					msrA		EBN15_RS03490	651		old_locus_tag=EBN15_03455
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	827888	828538	+	WP_159406646.1	WP_159406646.1		peptide-methionine (S)-S-oxide reductase MsrA	msrA		EBN15_RS03490	651	216	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	828746	829315	-							EBN15_RS03495	570		old_locus_tag=EBN15_03460
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	828746	829315	-	WP_159406647.1	WP_159406647.1		glutamine amidotransferase			EBN15_RS03495	570	189	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	829684	830652	-							EBN15_RS03500	969		old_locus_tag=EBN15_03465
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	829684	830652	-	WP_159406648.1	WP_159406648.1		transaldolase			EBN15_RS03500	969	322	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	830991	831932	-							EBN15_RS03505	942		old_locus_tag=EBN15_03470
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	830991	831932	-	WP_104602651.1	WP_104602651.1		LysR family transcriptional regulator			EBN15_RS03505	942	313	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	832022	833614	-					ahpF		EBN15_RS03510	1593		old_locus_tag=EBN15_03475
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	832022	833614	-	WP_159406649.1	WP_159406649.1		alkyl hydroperoxide reductase subunit F	ahpF		EBN15_RS03510	1593	530	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	833804	834367	-					ahpC		EBN15_RS03515	564		old_locus_tag=EBN15_03480
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	833804	834367	-	WP_003488826.1	WP_003488826.1		peroxiredoxin	ahpC		EBN15_RS03515	564	187	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	834568	835422	+					prmC		EBN15_RS03520	855		old_locus_tag=EBN15_03485
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	834568	835422	+	WP_104602649.1	WP_104602649.1		peptide chain release factor N(5)-glutamine methyltransferase	prmC		EBN15_RS03520	855	284	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	835561	836502	+					pip		EBN15_RS03525	942		old_locus_tag=EBN15_03490
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	835561	836502	+	WP_159406650.1	WP_159406650.1		prolyl aminopeptidase	pip		EBN15_RS03525	942	313	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	837099	837884	-							EBN15_RS03530	786		old_locus_tag=EBN15_03495
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	837099	837884	-	WP_104602647.1	WP_104602647.1		N-formylglutamate amidohydrolase			EBN15_RS03530	786	261	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	837877	838428	-							EBN15_RS03535	552		old_locus_tag=EBN15_03500
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	837877	838428	-	WP_167526822.1	WP_167526822.1		NUDIX hydrolase			EBN15_RS03535	552	183	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	838425	839411	-							EBN15_RS03540	987		old_locus_tag=EBN15_03505
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	838425	839411	-	WP_104602646.1	WP_104602646.1		exodeoxyribonuclease IX			EBN15_RS03540	987	328	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	839408	839983	-							EBN15_RS03545	576		old_locus_tag=EBN15_03510
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	839408	839983	-	WP_104602645.1	WP_104602645.1		nitroreductase			EBN15_RS03545	576	191	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	840457	842808	+							EBN15_RS03550	2352		old_locus_tag=EBN15_03515
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	840457	842808	+	WP_104602644.1	WP_104602644.1		DUF1631 domain-containing protein			EBN15_RS03550	2352	783	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	842942	844030	+							EBN15_RS03555	1089		old_locus_tag=EBN15_03520
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	842942	844030	+	WP_159406651.1	WP_159406651.1		NAD(P) transhydrogenase subunit alpha			EBN15_RS03555	1089	362	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	844158	844637	-							EBN15_RS03560	480		old_locus_tag=EBN15_03525
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	844158	844637	-	WP_104602720.1	WP_104602720.1		DUF3106 domain-containing protein			EBN15_RS03560	480	159	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	844643	844990	-							EBN15_RS03565	348		old_locus_tag=EBN15_03530
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	844643	844990	-	WP_104602642.1	WP_104602642.1		hypothetical protein			EBN15_RS03565	348	115	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	844987	845547	-							EBN15_RS03570	561		old_locus_tag=EBN15_03535
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	844987	845547	-	WP_104602641.1	WP_104602641.1		RNA polymerase sigma factor			EBN15_RS03570	561	186	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	845662	845970	+							EBN15_RS03575	309		old_locus_tag=EBN15_03540
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	845662	845970	+	WP_159406652.1	WP_159406652.1		NAD(P) transhydrogenase subunit alpha			EBN15_RS03575	309	102	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	845967	847424	+							EBN15_RS03580	1458		old_locus_tag=EBN15_03545
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	845967	847424	+	WP_159406653.1	WP_159406653.1		NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta			EBN15_RS03580	1458	485	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	848012	848431	-							EBN15_RS03585	420		old_locus_tag=EBN15_03555
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	848012	848431	-	WP_159406654.1	WP_159406654.1		hypothetical protein			EBN15_RS03585	420	139	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	848606	849160	+					sufT		EBN15_RS03590	555		old_locus_tag=EBN15_03560
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	848606	849160	+	WP_104602637.1	WP_104602637.1		putative Fe-S cluster assembly protein SufT	sufT		EBN15_RS03590	555	184	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	849226	850311	+							EBN15_RS03595	1086		old_locus_tag=EBN15_03565
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	849226	850311	+	WP_104602636.1	WP_104602636.1		branched-chain amino acid aminotransferase			EBN15_RS03595	1086	361	
gene	pseudogene	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	850636	852209	+							EBN15_RS03600	1574		pseudo;old_locus_tag=EBN15_03570
CDS	without_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	850636	852209	+				S8 family serine peptidase			EBN15_RS03600	1574		pseudo
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	852473	853882	+							EBN15_RS03605	1410		old_locus_tag=EBN15_03575
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	852473	853882	+	WP_159406655.1	WP_159406655.1		S8 family serine peptidase			EBN15_RS03605	1410	469	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	854206	855903	+							EBN15_RS03610	1698		old_locus_tag=EBN15_03580
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	854206	855903	+	WP_159406656.1	WP_159406656.1		S8 family serine peptidase			EBN15_RS03610	1698	565	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	855960	856439	-					ybaK		EBN15_RS03615	480		old_locus_tag=EBN15_03585
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	855960	856439	-	WP_104602634.1	WP_104602634.1		Cys-tRNA(Pro) deacylase	ybaK		EBN15_RS03615	480	159	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	856444	856929	-							EBN15_RS03620	486		old_locus_tag=EBN15_03590
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	856444	856929	-	WP_104602633.1	WP_104602633.1		asparaginase domain-containing protein			EBN15_RS03620	486	161	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	857125	857469	-							EBN15_RS03625	345		old_locus_tag=EBN15_03595
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	857125	857469	-	WP_104602632.1	WP_104602632.1		DUF2069 domain-containing protein			EBN15_RS03625	345	114	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	857466	858122	-					wrbA		EBN15_RS03630	657		old_locus_tag=EBN15_03600
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	857466	858122	-	WP_208800461.1	WP_208800461.1		NAD(P)H:quinone oxidoreductase	wrbA		EBN15_RS03630	657	218	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	858174	859451	+							EBN15_RS03635	1278		old_locus_tag=EBN15_03605
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	858174	859451	+	WP_159406657.1	WP_159406657.1		YihY family inner membrane protein			EBN15_RS03635	1278	425	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	859448	860044	+							EBN15_RS03640	597		old_locus_tag=EBN15_03610
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	859448	860044	+	WP_159406658.1	WP_159406658.1		TlpA family protein disulfide reductase			EBN15_RS03640	597	198	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	860044	860310	+							EBN15_RS03645	267		old_locus_tag=EBN15_03615
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	860044	860310	+	WP_104602628.1	WP_104602628.1		acylphosphatase			EBN15_RS03645	267	88	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	860395	861624	+							EBN15_RS03650	1230		old_locus_tag=EBN15_03620
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	860395	861624	+	WP_104602627.1	WP_104602627.1		hypothetical protein			EBN15_RS03650	1230	409	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	861606	862388	-					ppk2		EBN15_RS03655	783		old_locus_tag=EBN15_03625
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	861606	862388	-	WP_159406659.1	WP_159406659.1		polyphosphate kinase 2	ppk2		EBN15_RS03655	783	260	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	862421	862939	-					moaB		EBN15_RS03660	519		old_locus_tag=EBN15_03630
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	862421	862939	-	WP_104602625.1	WP_104602625.1		molybdenum cofactor biosynthesis protein B	moaB		EBN15_RS03660	519	172	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	863003	864709	-							EBN15_RS03665	1707		old_locus_tag=EBN15_03635
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	863003	864709	-	WP_104602624.1	WP_104602624.1		tetratricopeptide repeat protein			EBN15_RS03665	1707	568	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	864706	865791	-					prfA		EBN15_RS03670	1086		old_locus_tag=EBN15_03640
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	864706	865791	-	WP_104602623.1	WP_104602623.1		peptide chain release factor 1	prfA		EBN15_RS03670	1086	361	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	865769	867067	-					hemA		EBN15_RS03675	1299		old_locus_tag=EBN15_03645
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	865769	867067	-	WP_159406660.1	WP_159406660.1		glutamyl-tRNA reductase	hemA		EBN15_RS03675	1299	432	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	867133	868821	+							EBN15_RS03680	1689		old_locus_tag=EBN15_03650
CDS	with_protein	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	867133	868821	+	WP_159406661.1	WP_159406661.1		tetratricopeptide repeat protein			EBN15_RS03680	1689	562	
gene	protein_coding	GCF_009883735.1	Primary Assembly	chromosome		NZ_CP033326.1	868818	869471	+					lolB		EBN15_RS03685	654		old_locus_tag=EBN15_03655
