# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	849672	849926	-	WP_128418799.1	WP_128418799.1		WGR domain-containing protein			G4Q83_RS03685	255	84	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	849955	850896	-							G4Q83_RS03690	942		old_locus_tag=G4Q83_03705
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	849955	850896	-	WP_128418800.1	WP_128418800.1		helix-turn-helix domain-containing protein			G4Q83_RS03690	942	313	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	850987	851610	+							G4Q83_RS03695	624		old_locus_tag=G4Q83_03710
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	850987	851610	+	WP_128418801.1	WP_128418801.1		isochorismatase family protein			G4Q83_RS03695	624	207	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	851924	853033	-					aroB		G4Q83_RS03700	1110		old_locus_tag=G4Q83_03715
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	851924	853033	-	WP_128418802.1	WP_128418802.1		3-dehydroquinate synthase	aroB		G4Q83_RS03700	1110	369	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	853030	853572	-							G4Q83_RS03705	543		old_locus_tag=G4Q83_03720
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	853030	853572	-	WP_128418803.1	WP_128418803.1		shikimate kinase			G4Q83_RS03705	543	180	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	853886	854485	+					pdxH		G4Q83_RS03710	600		old_locus_tag=G4Q83_03725
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	853886	854485	+	WP_128418804.1	WP_128418804.1		pyridoxamine 5'-phosphate oxidase	pdxH		G4Q83_RS03710	600	199	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	854482	854934	+							G4Q83_RS03715	453		old_locus_tag=G4Q83_03730
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	854482	854934	+	WP_128418805.1	WP_128418805.1		GNAT family N-acetyltransferase			G4Q83_RS03715	453	150	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	854936	855724	+							G4Q83_RS03720	789		old_locus_tag=G4Q83_03735
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	854936	855724	+	WP_128418806.1	WP_128418806.1		ABC transporter substrate-binding protein			G4Q83_RS03720	789	262	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	856025	856441	+							G4Q83_RS03725	417		old_locus_tag=G4Q83_03740
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	856025	856441	+	WP_128418807.1	WP_128418807.1		YjfI family protein			G4Q83_RS03725	417	138	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	856452	857243	+							G4Q83_RS03730	792		old_locus_tag=G4Q83_03745
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	856452	857243	+	WP_128418808.1	WP_128418808.1		PspA/IM30 family protein			G4Q83_RS03730	792	263	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	857508	858176	+							G4Q83_RS03735	669		old_locus_tag=G4Q83_03750
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	857508	858176	+	WP_128418809.1	WP_128418809.1		YjfK family protein			G4Q83_RS03735	669	222	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	858228	858632	+							G4Q83_RS03740	405		old_locus_tag=G4Q83_03755
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	858228	858632	+	WP_128418810.1	WP_128418810.1		DUF350 domain-containing protein			G4Q83_RS03740	405	134	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	858645	858842	+							G4Q83_RS03745	198		old_locus_tag=G4Q83_03760
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	858645	858842	+	WP_128418811.1	WP_128418811.1		hypothetical protein			G4Q83_RS03745	198	65	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	858826	859764	-							G4Q83_RS03750	939		old_locus_tag=G4Q83_03765
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	858826	859764	-	WP_128422000.1	WP_128422000.1		IS1595 family transposase			G4Q83_RS03750	939	312	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	859846	860256	+							G4Q83_RS03755	411		partial;pseudo;old_locus_tag=G4Q83_03770
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	859846	860256	+				DUF1190 domain-containing protein			G4Q83_RS03755	411		partial;pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	860258	861424	+							G4Q83_RS03760	1167		old_locus_tag=G4Q83_03775
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	860258	861424	+	WP_128421958.1	WP_128421958.1		glutathionylspermidine synthase family protein			G4Q83_RS03760	1167	388	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	861860	862942	+							G4Q83_RS03765	1083		old_locus_tag=G4Q83_03780
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	861860	862942	+	WP_185817340.1	WP_185817340.1		IS30 family transposase			G4Q83_RS03765	1083	360	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	863006	864205	+							G4Q83_RS03770	1200		old_locus_tag=G4Q83_03785
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	863006	864205	+	WP_128421920.1	WP_128421920.1		site-specific integrase			G4Q83_RS03770	1200	399	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	864220	865368	+							G4Q83_RS03775	1149		old_locus_tag=G4Q83_03790
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	864220	865368	+	WP_246432267.1	WP_246432267.1		PDDEXK nuclease domain-containing protein			G4Q83_RS03775	1149	382	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	865686	866449	-							G4Q83_RS03780	764		old_locus_tag=G4Q83_03795
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	865686	866449	-	WP_246432268.1	WP_246432268.1		IS5 family transposase			G4Q83_RS03780	765	254	ribosomal_slippage
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	866533	866882	+							G4Q83_RS22930	350		partial;pseudo;old_locus_tag=G4Q83_03800
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	866533	866882	+				2-hydroxyacid dehydrogenase			G4Q83_RS22930	350		partial;pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	867152	868168	+							G4Q83_RS03790	1017		old_locus_tag=G4Q83_03805
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	867152	868168	+	WP_185817341.1	WP_185817341.1		IS30 family transposase			G4Q83_RS03790	1017	338	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	868254	868709	-							G4Q83_RS03795	456		old_locus_tag=G4Q83_03810
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	868254	868709	-	WP_128421726.1	WP_128421726.1		DUF4426 domain-containing protein			G4Q83_RS03795	456	151	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	868723	869565	-					proC		G4Q83_RS03800	843		old_locus_tag=G4Q83_03815
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	868723	869565	-	WP_128421725.1	WP_128421725.1		pyrroline-5-carboxylate reductase	proC		G4Q83_RS03800	843	280	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	869705	869911	-							G4Q83_RS22935	207		
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	869705	869911	-	WP_246432269.1	WP_246432269.1		hypothetical protein			G4Q83_RS22935	207	68	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	869911	870354	-							G4Q83_RS22940	444		
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	869911	870354	-	WP_246432270.1	WP_246432270.1		hypothetical protein			G4Q83_RS22940	444	147	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	870645	871331	-							G4Q83_RS03810	687		old_locus_tag=G4Q83_03825
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	870645	871331	-	WP_128421724.1	WP_128421724.1		YggS family pyridoxal phosphate-dependent enzyme			G4Q83_RS03810	687	228	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	871421	872458	+							G4Q83_RS03815	1038		old_locus_tag=G4Q83_03830
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	871421	872458	+	WP_128421723.1	WP_128421723.1		type IV pilus twitching motility protein PilT			G4Q83_RS03815	1038	345	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	872602	873732	+							G4Q83_RS03820	1131		old_locus_tag=G4Q83_03835
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	872602	873732	+	WP_128421722.1	WP_128421722.1		PilT/PilU family type 4a pilus ATPase			G4Q83_RS03820	1131	376	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	873918	874716	+							G4Q83_RS03825	799		pseudo;old_locus_tag=G4Q83_03840
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	873918	874716	+				IS5 family transposase			G4Q83_RS03825	799		pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	874840	875310	+					rlmH		G4Q83_RS03830	471		old_locus_tag=G4Q83_03845
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	874840	875310	+	WP_128421721.1	WP_128421721.1		23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	rlmH		G4Q83_RS03830	471	156	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	875842	876592	+							G4Q83_RS03835	751		pseudo;old_locus_tag=G4Q83_03850
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	875842	876592	+				IS5 family transposase			G4Q83_RS03835	751		pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	876670	877269	-							G4Q83_RS03840	600		old_locus_tag=G4Q83_03855
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	876670	877269	-	WP_146095467.1	WP_146095467.1		hypothetical protein			G4Q83_RS03840	600	199	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	877580	877753	-							G4Q83_RS03845	174		old_locus_tag=G4Q83_03860
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	877580	877753	-	WP_158255071.1	WP_158255071.1		hypothetical protein			G4Q83_RS03845	174	57	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	877746	878159	-					rsfS		G4Q83_RS03850	414		old_locus_tag=G4Q83_03865
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	877746	878159	-	WP_128421591.1	WP_128421591.1		ribosome silencing factor	rsfS		G4Q83_RS03850	414	137	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	878216	879046	-					nadD		G4Q83_RS03855	831		old_locus_tag=G4Q83_03870
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	878216	879046	-	WP_128421592.1	WP_128421592.1		nicotinate-nucleotide adenylyltransferase	nadD		G4Q83_RS03855	831	276	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	879043	880077	-					holA		G4Q83_RS03860	1035		old_locus_tag=G4Q83_03875
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	879043	880077	-	WP_128421593.1	WP_128421593.1		DNA polymerase III subunit delta	holA		G4Q83_RS03860	1035	344	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	880162	880764	-							G4Q83_RS03865	603		old_locus_tag=G4Q83_03880
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	880162	880764	-	WP_128421594.1	WP_128421594.1		hypothetical protein			G4Q83_RS03865	603	200	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	880907	883549	-					leuS		G4Q83_RS03870	2643		old_locus_tag=G4Q83_03885
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	880907	883549	-	WP_128421595.1	WP_128421595.1		leucine--tRNA ligase	leuS		G4Q83_RS03870	2643	880	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	883721	884329	-							G4Q83_RS03875	609		old_locus_tag=G4Q83_03890
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	883721	884329	-	WP_128421597.1	WP_128421597.1		DUF998 domain-containing protein			G4Q83_RS03875	609	202	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	884532	885395	+					trxA		G4Q83_RS03880	864		old_locus_tag=G4Q83_03895
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	884532	885395	+	WP_128421596.1	WP_128421596.1		thioredoxin	trxA		G4Q83_RS03880	864	287	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	885404	886202	-							G4Q83_RS03885	799		pseudo;old_locus_tag=G4Q83_03900
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	885404	886202	-				IS5 family transposase			G4Q83_RS03885	799		pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	886369	886686	+							G4Q83_RS22945	318		
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	886369	886686	+	WP_246432271.1	WP_246432271.1		hypothetical protein			G4Q83_RS22945	318	105	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	887071	887304	+							G4Q83_RS22950	234		partial;pseudo
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	887071	887304	+				IS30 family transposase			G4Q83_RS22950	234		partial;pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	887393	888040	-					rpiA		G4Q83_RS03895	648		old_locus_tag=G4Q83_03910
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	887393	888040	-	WP_128421580.1	WP_128421580.1		ribose-5-phosphate isomerase RpiA	rpiA		G4Q83_RS03895	648	215	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	888156	888626	-							G4Q83_RS03900	471		old_locus_tag=G4Q83_03915
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	888156	888626	-	WP_128421581.1	WP_128421581.1		EVE domain-containing protein			G4Q83_RS03900	471	156	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	888623	889216	-							G4Q83_RS03905	594		old_locus_tag=G4Q83_03920
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	888623	889216	-	WP_128421582.1	WP_128421582.1		5-formyltetrahydrofolate cyclo-ligase			G4Q83_RS03905	594	197	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	889213	890025	-							G4Q83_RS03910	813		old_locus_tag=G4Q83_03925
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	889213	890025	-	WP_158255070.1	WP_158255070.1		thioesterase family protein			G4Q83_RS03910	813	270	
gene	ncRNA	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	890225	890410	-					ssrS		G4Q83_RS03915	186		old_locus_tag=G4Q83_03930
ncRNA	other	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	890225	890410	-				6S RNA	ssrS		G4Q83_RS03915	186		
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	890509	890802	-							G4Q83_RS03920	294		old_locus_tag=G4Q83_03935
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	890509	890802	-	WP_128421584.1	WP_128421584.1		cell division protein ZapA			G4Q83_RS03920	294	97	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	890799	891020	-							G4Q83_RS03925	222		old_locus_tag=G4Q83_03940
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	890799	891020	-	WP_128421585.1	WP_128421585.1		TIGR02449 family protein			G4Q83_RS03925	222	73	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	891088	893289	-							G4Q83_RS03930	2202		old_locus_tag=G4Q83_03945
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	891088	893289	-	WP_128421586.1	WP_128421586.1		EAL domain-containing protein			G4Q83_RS03930	2202	733	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	893445	893990	+							G4Q83_RS03935	546		old_locus_tag=G4Q83_03950
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	893445	893990	+	WP_128421587.1	WP_128421587.1		YecA family protein			G4Q83_RS03935	546	181	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	893994	895316	+							G4Q83_RS03940	1323		old_locus_tag=G4Q83_03955
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	893994	895316	+	WP_128421588.1	WP_128421588.1		aminopeptidase P N-terminal domain-containing protein			G4Q83_RS03940	1323	440	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	895448	896779	-					pepQ		G4Q83_RS03945	1332		old_locus_tag=G4Q83_03960
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	895448	896779	-	WP_128421589.1	WP_128421589.1		Xaa-Pro dipeptidase	pepQ		G4Q83_RS03945	1332	443	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	897103	898086	+							G4Q83_RS03950	984		old_locus_tag=G4Q83_03965
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	897103	898086	+	WP_185817191.1	WP_185817191.1		IS5 family transposase			G4Q83_RS03950	984	327	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	898247	899053	+							G4Q83_RS03955	807		old_locus_tag=G4Q83_03970
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	898247	899053	+	WP_185817193.1	WP_185817193.1		IS5 family transposase			G4Q83_RS03955	807	268	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	899041	900129	-							G4Q83_RS03960	1089		old_locus_tag=G4Q83_03975
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	899041	900129	-	WP_185817342.1	WP_185817342.1		IS630 family transposase			G4Q83_RS03960	1089	362	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	900152	900958	-							G4Q83_RS03965	807		old_locus_tag=G4Q83_03980
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	900152	900958	-	WP_185817193.1	WP_185817193.1		IS5 family transposase			G4Q83_RS03965	807	268	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	901046	901844	+							G4Q83_RS03970	799		pseudo;old_locus_tag=G4Q83_03985
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	901046	901844	+				IS5 family transposase			G4Q83_RS03970	799		pseudo
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	902066	902258	+							G4Q83_RS22955	193		partial;pseudo
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	902066	902258	+				transposase			G4Q83_RS22955	193		partial;pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	902319	902966	-							G4Q83_RS03980	648		old_locus_tag=G4Q83_03995
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	902319	902966	-	WP_128421969.1	WP_128421969.1		response regulator			G4Q83_RS03980	648	215	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	903279	903506	+							G4Q83_RS03985	228		old_locus_tag=G4Q83_04000
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	903279	903506	+	WP_246432272.1	WP_246432272.1		hypothetical protein			G4Q83_RS03985	228	75	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	903824	904807	-							G4Q83_RS03990	984		old_locus_tag=G4Q83_04010
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	903824	904807	-	WP_185817191.1	WP_185817191.1		IS5 family transposase			G4Q83_RS03990	984	327	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	904861	905631	-							G4Q83_RS03995	771		old_locus_tag=G4Q83_04015
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	904861	905631	-	WP_211288278.1	WP_211288278.1		LysR substrate-binding domain-containing protein			G4Q83_RS03995	771	256	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	905826	906944	+							G4Q83_RS04000	1119		old_locus_tag=G4Q83_04020
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	905826	906944	+	WP_246432273.1	WP_246432273.1		beta-lactamase family protein			G4Q83_RS04000	1119	372	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	906965	908188	+							G4Q83_RS04005	1224		old_locus_tag=G4Q83_04025
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	906965	908188	+	WP_128419800.1	WP_128419800.1		MFS transporter			G4Q83_RS04005	1224	407	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	908226	909266	+							G4Q83_RS04010	1041		old_locus_tag=G4Q83_04030
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	908226	909266	+	WP_211288279.1	WP_211288279.1		hypothetical protein			G4Q83_RS04010	1041	346	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	909499	909864	-							G4Q83_RS04015	366		old_locus_tag=G4Q83_04040
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	909499	909864	-	WP_246432274.1	WP_246432274.1		helix-turn-helix domain-containing protein			G4Q83_RS04015	366	121	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	910306	911408	+							G4Q83_RS22960	1103		pseudo;old_locus_tag=G4Q83_04045
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	910306	911408	+				MFS transporter			G4Q83_RS22960	1103		pseudo
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	911425	911574	+							G4Q83_RS22965	150		partial;pseudo
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	911425	911574	+				LysR family transcriptional regulator			G4Q83_RS22965	150		partial;pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	911958	913082	-					pqqE		G4Q83_RS04030	1125		old_locus_tag=G4Q83_04055
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	911958	913082	-	WP_128419801.1	WP_128419801.1		pyrroloquinoline quinone biosynthesis protein PqqE	pqqE		G4Q83_RS04030	1125	374	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	913079	913357	-					pqqD		G4Q83_RS04035	279		old_locus_tag=G4Q83_04060
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	913079	913357	-	WP_128419802.1	WP_128419802.1		pyrroloquinoline quinone biosynthesis peptide chaperone PqqD	pqqD		G4Q83_RS04035	279	92	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	913354	914115	-					pqqC		G4Q83_RS04040	762		old_locus_tag=G4Q83_04065
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	913354	914115	-	WP_185817343.1	WP_185817343.1		pyrroloquinoline-quinone synthase PqqC	pqqC		G4Q83_RS04040	762	253	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	914112	915011	-					pqqB		G4Q83_RS04045	900		old_locus_tag=G4Q83_04070
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	914112	915011	-	WP_128419803.1	WP_128419803.1		pyrroloquinoline quinone biosynthesis protein PqqB	pqqB		G4Q83_RS04045	900	299	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	915076	915168	-					pqqA		G4Q83_RS04050	93		old_locus_tag=G4Q83_04075
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	915076	915168	-	WP_246432275.1	WP_246432275.1		pyrroloquinoline quinone precursor peptide PqqA	pqqA		G4Q83_RS04050	93	30	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	915436	917595	+							G4Q83_RS04055	2160		old_locus_tag=G4Q83_04080
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	915436	917595	+	WP_128419804.1	WP_128419804.1		bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase			G4Q83_RS04055	2160	719	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	917853	919382	+							G4Q83_RS04060	1530		old_locus_tag=G4Q83_04085
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	917853	919382	+	WP_246432276.1	WP_246432276.1		hypothetical protein			G4Q83_RS04060	1530	509	
