# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	350273	350983	-							FZ025_RS01655	711		old_locus_tag=FZ025_01690
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	350273	350983	-	WP_046981503.1	WP_046981503.1		MtnX-like HAD-IB family phosphatase			FZ025_RS01655	711	236	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	351273	352205	-							FZ025_RS01660	933		old_locus_tag=FZ025_01695
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	351273	352205	-	WP_046981502.1	WP_046981502.1		LysR family transcriptional regulator			FZ025_RS01660	933	310	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	352325	353359	+							FZ025_RS01665	1035		old_locus_tag=FZ025_01700
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	352325	353359	+	WP_104558818.1	WP_104558818.1		NAD(P)-dependent alcohol dehydrogenase			FZ025_RS01665	1035	344	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	353661	354830	-							FZ025_RS01670	1170		old_locus_tag=FZ025_01705
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	353661	354830	-	WP_046981501.1	WP_046981501.1		epoxide hydrolase			FZ025_RS01670	1170	389	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	354944	355864	-							FZ025_RS01675	921		old_locus_tag=FZ025_01710
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	354944	355864	-	WP_208803721.1	WP_208803721.1		NmrA family NAD(P)-binding protein			FZ025_RS01675	921	306	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	355979	356875	+							FZ025_RS01680	897		old_locus_tag=FZ025_01715
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	355979	356875	+	WP_158185513.1	WP_158185513.1		LysR family transcriptional regulator			FZ025_RS01680	897	298	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	357810	358262	+							FZ025_RS01685	453		old_locus_tag=FZ025_01720
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	357810	358262	+	WP_046980775.1	WP_046980775.1		MarR family transcriptional regulator			FZ025_RS01685	453	150	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	358290	358853	+							FZ025_RS01690	564		old_locus_tag=FZ025_01725
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	358290	358853	+	WP_046980776.1	WP_046980776.1		isochorismatase family protein			FZ025_RS01690	564	187	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	358874	359185	+							FZ025_RS01695	312		old_locus_tag=FZ025_01730
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	358874	359185	+	WP_208803722.1	WP_208803722.1		hypothetical protein			FZ025_RS01695	312	103	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	359182	360495	+							FZ025_RS01700	1314		old_locus_tag=FZ025_01735
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	359182	360495	+	WP_104558780.1	WP_104558780.1		MFS transporter			FZ025_RS01700	1314	437	
gene	pseudogene	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	360506	360703	+							FZ025_RS01705	198		partial;pseudo;old_locus_tag=FZ025_01740
CDS	without_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	360506	360703	+				TrbG/VirB9 family P-type conjugative transfer protein			FZ025_RS01705	198		partial;pseudo
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	360706	361995	+							FZ025_RS01710	1290		old_locus_tag=FZ025_01745
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	360706	361995	+	WP_046980778.1	WP_046980778.1		TrbI/VirB10 family protein			FZ025_RS01710	1290	429	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	361992	362246	+							FZ025_RS01715	255		old_locus_tag=FZ025_01750
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	361992	362246	+	WP_104558779.1	WP_104558779.1		DUF2274 domain-containing protein			FZ025_RS01715	255	84	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	362399	362776	-							FZ025_RS01720	378		old_locus_tag=FZ025_01755
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	362399	362776	-	WP_046980779.1	WP_046980779.1		helix-turn-helix transcriptional regulator			FZ025_RS01720	378	125	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	362888	363622	+							FZ025_RS01725	735		old_locus_tag=FZ025_01760
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	362888	363622	+	WP_046980780.1	WP_046980780.1		SDR family oxidoreductase			FZ025_RS01725	735	244	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	363632	364231	+							FZ025_RS01730	600		old_locus_tag=FZ025_01765
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	363632	364231	+	WP_046980781.1	WP_046980781.1		NADPH-dependent F420 reductase			FZ025_RS01730	600	199	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	364377	365153	-							FZ025_RS01735	777		old_locus_tag=FZ025_01770
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	364377	365153	-	WP_244292437.1	WP_244292437.1		TetR/AcrR family transcriptional regulator			FZ025_RS01735	777	258	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	365122	365874	+							FZ025_RS01740	753		old_locus_tag=FZ025_01775
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	365122	365874	+	WP_046980783.1	WP_046980783.1		glucose 1-dehydrogenase			FZ025_RS01740	753	250	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	365965	366597	+							FZ025_RS01745	633		old_locus_tag=FZ025_01780
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	365965	366597	+	WP_046980784.1	WP_046980784.1		class I SAM-dependent methyltransferase			FZ025_RS01745	633	210	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	366667	367260	-							FZ025_RS01750	594		old_locus_tag=FZ025_01785
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	366667	367260	-	WP_046980785.1	WP_046980785.1		NAD(P)H-dependent oxidoreductase			FZ025_RS01750	594	197	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	367314	367712	+							FZ025_RS01755	399		old_locus_tag=FZ025_01790
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	367314	367712	+	WP_046980786.1	WP_046980786.1		helix-turn-helix transcriptional regulator			FZ025_RS01755	399	132	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	368578	369996	-					hemN		FZ025_RS01760	1419		old_locus_tag=FZ025_01795
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	368578	369996	-	WP_244292438.1	WP_244292438.1		oxygen-independent coproporphyrinogen III oxidase	hemN		FZ025_RS01760	1419	472	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	370377	370694	+							FZ025_RS01765	318		old_locus_tag=FZ025_01800
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	370377	370694	+	WP_104558778.1	WP_104558778.1		hypothetical protein			FZ025_RS01765	318	105	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	370706	371836	+							FZ025_RS01770	1131		old_locus_tag=FZ025_01805
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	370706	371836	+	WP_104558782.1	WP_104558782.1		4Fe-4S binding protein			FZ025_RS01770	1131	376	
gene	tRNA	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	372074	372149	+							FZ025_RS01775	76		old_locus_tag=FZ025_01810
tRNA		GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	372074	372149	+				tRNA-Gly			FZ025_RS01775	76		anticodon=GCC
gene	pseudogene	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	372413	372803	+							FZ025_RS22150	391		partial;pseudo;old_locus_tag=FZ025_01815
CDS	without_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	372413	372803	+				tyrosine-type recombinase/integrase			FZ025_RS22150	391		partial;pseudo
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	372961	373548	+							FZ025_RS01785	588		old_locus_tag=FZ025_01820
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	372961	373548	+	WP_208803723.1	WP_208803723.1		TetR/AcrR family transcriptional regulator			FZ025_RS01785	588	195	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	373684	374388	+							FZ025_RS01790	705		old_locus_tag=FZ025_01825
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	373684	374388	+	WP_046978812.1	WP_046978812.1		GNAT family N-acetyltransferase			FZ025_RS01790	705	234	
gene	pseudogene	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	374601	375849	+							FZ025_RS01795	1249		pseudo;old_locus_tag=FZ025_01830
CDS	without_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	374601	375849	+				IS3 family transposase			FZ025_RS01795	1249		pseudo
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	375931	377070	+							FZ025_RS01800	1140		old_locus_tag=FZ025_01835
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	375931	377070	+	WP_046978810.1	WP_046978810.1		MFS transporter			FZ025_RS01800	1140	379	
gene	pseudogene	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	377092	377196	-							FZ025_RS01805	105		partial;pseudo;old_locus_tag=FZ025_01840
CDS	without_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	377092	377196	-				TIGR03747 family integrating conjugative element membrane protein			FZ025_RS01805	105		partial;pseudo
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	377443	377763	+							FZ025_RS22155	321		
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	377443	377763	+	WP_244292439.1	WP_244292439.1		LysR family transcriptional regulator			FZ025_RS22155	321	106	
gene	pseudogene	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	377763	378375	+							FZ025_RS01810	613		pseudo;old_locus_tag=FZ025_01845
CDS	without_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	377763	378375	+				LysR substrate-binding domain-containing protein			FZ025_RS01810	613		pseudo
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	378519	378950	-							FZ025_RS01815	432		old_locus_tag=FZ025_01850
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	378519	378950	-	WP_046978808.1	WP_046978808.1		Lrp/AsnC family transcriptional regulator			FZ025_RS01815	432	143	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	379079	380575	+							FZ025_RS01820	1497		old_locus_tag=FZ025_01855
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	379079	380575	+	WP_046978807.1	WP_046978807.1		aminotransferase class III-fold pyridoxal phosphate-dependent enzyme			FZ025_RS01820	1497	498	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	380654	381802	-							FZ025_RS01825	1149		old_locus_tag=FZ025_01860
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	380654	381802	-	WP_104558781.1	WP_104558781.1		phytase			FZ025_RS01825	1149	382	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	381820	384342	-							FZ025_RS01830	2523		old_locus_tag=FZ025_01865
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	381820	384342	-	WP_046978817.1	WP_046978817.1		TonB-dependent receptor			FZ025_RS01830	2523	840	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	384502	385134	+					upp		FZ025_RS01835	633		old_locus_tag=FZ025_01870
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	384502	385134	+	WP_046978806.1	WP_046978806.1		uracil phosphoribosyltransferase	upp		FZ025_RS01835	633	210	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	385154	386800	-							FZ025_RS01840	1647		old_locus_tag=FZ025_01875
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	385154	386800	-	WP_244292563.1	WP_244292563.1		glycoside hydrolase family 9 protein			FZ025_RS01840	1647	548	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	386938	387846	-							FZ025_RS01845	909		old_locus_tag=FZ025_01880
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	386938	387846	-	WP_046978804.1	WP_046978804.1		MBL fold metallo-hydrolase			FZ025_RS01845	909	302	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	387892	389634	-					ggt		FZ025_RS01850	1743		old_locus_tag=FZ025_01885
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	387892	389634	-	WP_046978803.1	WP_046978803.1		gamma-glutamyltransferase	ggt		FZ025_RS01850	1743	580	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	389631	389915	-							FZ025_RS01855	285		old_locus_tag=FZ025_01890
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	389631	389915	-	WP_046978802.1	WP_046978802.1		YfhL family 4Fe-4S dicluster ferredoxin			FZ025_RS01855	285	94	
gene	pseudogene	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	390075	390275	+							FZ025_RS01860	201		partial;pseudo;old_locus_tag=FZ025_01895
CDS	without_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	390075	390275	+				IS5/IS1182 family transposase			FZ025_RS01860	201		partial;pseudo
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	390336	390998	+							FZ025_RS01865	663		old_locus_tag=FZ025_01900
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	390336	390998	+	WP_046978801.1	WP_046978801.1		dienelactone hydrolase family protein			FZ025_RS01865	663	220	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	391008	391415	+							FZ025_RS01870	408		old_locus_tag=FZ025_01905
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	391008	391415	+	WP_046978800.1	WP_046978800.1		HIT family protein			FZ025_RS01870	408	135	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	391444	391611	+							FZ025_RS01875	168		old_locus_tag=FZ025_01910
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	391444	391611	+	WP_003467495.1	WP_003467495.1		DUF5668 domain-containing protein			FZ025_RS01875	168	55	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	391668	392120	-							FZ025_RS01880	453		old_locus_tag=FZ025_01915
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	391668	392120	-	WP_244292440.1	WP_244292440.1		RDD family protein			FZ025_RS01880	453	150	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	392226	392792	-					dcd		FZ025_RS01885	567		old_locus_tag=FZ025_01920
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	392226	392792	-	WP_046978799.1	WP_046978799.1		dCTP deaminase	dcd		FZ025_RS01885	567	188	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	392921	393772	-					apbC		FZ025_RS01890	852		old_locus_tag=FZ025_01925
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	392921	393772	-	WP_046978798.1	WP_046978798.1		iron-sulfur cluster carrier protein ApbC	apbC		FZ025_RS01890	852	283	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	394304	396289	+							FZ025_RS01895	1986		old_locus_tag=FZ025_01930
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	394304	396289	+	WP_104558774.1	WP_104558774.1		prolyl oligopeptidase family serine peptidase			FZ025_RS01895	1986	661	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	396450	399344	+							FZ025_RS01900	2895		old_locus_tag=FZ025_01935
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	396450	399344	+	WP_046978797.1	WP_046978797.1		TonB-dependent receptor			FZ025_RS01900	2895	964	
gene	pseudogene	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	399789	399853	+							FZ025_RS22160	65		partial;pseudo
CDS	without_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	399789	399853	+				hypothetical protein			FZ025_RS22160	65		partial;pseudo
gene	pseudogene	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	399900	400210	+							FZ025_RS22165	311		partial;pseudo
CDS	without_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	399900	400210	+				IS3 family transposase			FZ025_RS22165	311		partial;pseudo
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	400608	402416	+					recQ		FZ025_RS01920	1809		old_locus_tag=FZ025_01950
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	400608	402416	+	WP_104558772.1	WP_104558772.1		DNA helicase RecQ	recQ		FZ025_RS01920	1809	602	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	402592	403092	+							FZ025_RS01925	501		old_locus_tag=FZ025_01955
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	402592	403092	+	WP_104558771.1	WP_104558771.1		hypothetical protein			FZ025_RS01925	501	166	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	403281	403583	-							FZ025_RS01930	303		old_locus_tag=FZ025_01960
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	403281	403583	-	WP_208803724.1	WP_208803724.1		hypothetical protein			FZ025_RS01930	303	100	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	403746	405419	-							FZ025_RS01935	1674		old_locus_tag=FZ025_01965
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	403746	405419	-	WP_244292441.1	WP_244292441.1		SGNH/GDSL hydrolase family protein			FZ025_RS01935	1674	557	
gene	pseudogene	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	405562	405838	-							FZ025_RS22170	277		partial;pseudo
CDS	without_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	405562	405838	-				IS3 family transposase			FZ025_RS22170	277		partial;pseudo
gene	tRNA	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	406280	406355	-							FZ025_RS01940	76		old_locus_tag=FZ025_01970
tRNA		GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	406280	406355	-				tRNA-Lys			FZ025_RS01940	76		anticodon=TTT
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	406420	407085	-					queC		FZ025_RS01945	666		old_locus_tag=FZ025_01975
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	406420	407085	-	WP_104558769.1	WP_104558769.1		7-cyano-7-deazaguanine synthase QueC	queC		FZ025_RS01945	666	221	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	407267	407944	-					queE		FZ025_RS01950	678		old_locus_tag=FZ025_01980
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	407267	407944	-	WP_104558768.1	WP_104558768.1		7-carboxy-7-deazaguanine synthase QueE	queE		FZ025_RS01950	678	225	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	407991	408803	-					ybgF		FZ025_RS01955	813		old_locus_tag=FZ025_01985
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	407991	408803	-	WP_167523864.1	WP_167523864.1		tol-pal system protein YbgF	ybgF		FZ025_RS01955	813	270	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	408807	409325	-					pal		FZ025_RS01960	519		old_locus_tag=FZ025_01990
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	408807	409325	-	WP_104558766.1	WP_104558766.1		peptidoglycan-associated lipoprotein Pal	pal		FZ025_RS01960	519	172	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	409398	410717	-					tolB		FZ025_RS01965	1320		old_locus_tag=FZ025_01995
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	409398	410717	-	WP_104558765.1	WP_104558765.1		Tol-Pal system beta propeller repeat protein TolB	tolB		FZ025_RS01965	1320	439	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	410950	411951	-					tolA		FZ025_RS01970	1002		old_locus_tag=FZ025_02000
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	410950	411951	-	WP_104558764.1	WP_104558764.1		cell envelope integrity protein TolA	tolA		FZ025_RS01970	1002	333	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	411941	412378	-					tolR		FZ025_RS01975	438		old_locus_tag=FZ025_02005
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	411941	412378	-	WP_104558763.1	WP_104558763.1		protein TolR	tolR		FZ025_RS01975	438	145	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	412419	413195	-					tolQ		FZ025_RS01980	777		old_locus_tag=FZ025_02010
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	412419	413195	-	WP_104558762.1	WP_104558762.1		protein TolQ	tolQ		FZ025_RS01980	777	258	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	413192	413665	-					ybgC		FZ025_RS01985	474		old_locus_tag=FZ025_02015
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	413192	413665	-	WP_104558761.1	WP_104558761.1		tol-pal system-associated acyl-CoA thioesterase	ybgC		FZ025_RS01985	474	157	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	413705	414742	-					ruvB		FZ025_RS01990	1038		old_locus_tag=FZ025_02020
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	413705	414742	-	WP_104558760.1	WP_104558760.1		Holliday junction branch migration DNA helicase RuvB	ruvB		FZ025_RS01990	1038	345	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	414924	416843	-							FZ025_RS01995	1920		old_locus_tag=FZ025_02025
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	414924	416843	-	WP_104558759.1	WP_104558759.1		potassium transporter Kup			FZ025_RS01995	1920	639	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	416896	417480	-					ruvA		FZ025_RS02000	585		old_locus_tag=FZ025_02030
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	416896	417480	-	WP_104558758.1	WP_104558758.1		Holliday junction branch migration protein RuvA	ruvA		FZ025_RS02000	585	194	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	417602	418120	-					ruvC		FZ025_RS02005	519		old_locus_tag=FZ025_02035
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	417602	418120	-	WP_104558757.1	WP_104558757.1		crossover junction endodeoxyribonuclease RuvC	ruvC		FZ025_RS02005	519	172	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	418314	419045	-							FZ025_RS02010	732		old_locus_tag=FZ025_02040
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	418314	419045	-	WP_046977384.1	WP_046977384.1		YebC/PmpR family DNA-binding transcriptional regulator			FZ025_RS02010	732	243	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	419378	420502	-							FZ025_RS02015	1125		old_locus_tag=FZ025_02050
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	419378	420502	-	WP_053057108.1	WP_053057108.1		efflux RND transporter periplasmic adaptor subunit			FZ025_RS02015	1125	374	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	420499	423690	-							FZ025_RS02020	3192		old_locus_tag=FZ025_02055
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	420499	423690	-	WP_104558756.1	WP_104558756.1		efflux RND transporter permease subunit			FZ025_RS02020	3192	1063	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	423934	424890	+							FZ025_RS02025	957		old_locus_tag=FZ025_02060
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	423934	424890	+	WP_046980669.1	WP_046980669.1		AraC family transcriptional regulator			FZ025_RS02025	957	318	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	424865	425383	-							FZ025_RS02030	519		old_locus_tag=FZ025_02065
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	424865	425383	-	WP_046980668.1	WP_046980668.1		GNAT family N-acetyltransferase			FZ025_RS02030	519	172	
gene	protein_coding	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	425387	427144	-					aspS		FZ025_RS02035	1758		old_locus_tag=FZ025_02070
CDS	with_protein	GCF_009769165.1	Primary Assembly	chromosome		NZ_CP043476.1	425387	427144	-	WP_046980667.1	WP_046980667.1		aspartate--tRNA ligase	aspS		FZ025_RS02035	1758	585	
